[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-28 21:28:30] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-28 21:28:32] [class-ss-setup-task.php:33] Creating archive directory: D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110\
[2025-02-28 21:28:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/renatojoa/
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/editor.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/floating-bars.7efeeb8b098e55999ff1.bundle.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/floating-bars.c1e9838906b386709cd4.bundle.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/floating-elements-modal.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/floating-elements-modal.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/frontend-modules.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/frontend.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/frontend.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/gutenberg.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/gutenberg.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/image-carousel.1a3e0c6222562304eed5.bundle.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/image-carousel.6167d20b95b33386757b.bundle.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/import-export-admin.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/kit-library.09cb71ec3fbb128f4e25.bundle.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/kit-library.b0f0ab89c95fe1f6fde3.bundle.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/lightbox.74688eb10c7852662847.bundle.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/lightbox.f3fa607b705962362647.bundle.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/media-hints.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-accordion.a0f28ea648b29da812a1.bundle.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-accordion.c546968f7aebebc356f2.bundle.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-elements.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.967db65f6ba460c1f2e9.bundle.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.fc9d01c2cd0ef46d20fd.bundle.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/new-template.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/new-template.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/notes.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/notes.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/onboarding.120a44527e5a7209a8e4.bundle.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/onboarding.cb1850dab52d5cd9ce5b.bundle.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.asset.php
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.strings.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.asset.php
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.min.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.strings.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-controls/editor-controls.asset.php
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-controls/editor-controls.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-controls/editor-controls.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-controls/editor-controls.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-controls/editor-controls.strings.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.asset.php
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.js.LICENSE.txt
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.min.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.strings.js
[2025-02-28 21:28:33] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/renatojoa/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.asset.php
